"","delta.rank","pval","level","nseqs","term","name","p.adj","comparison","ontology"
"17742",1348,0.0887046675691748,4,9,"GO:0046439","L-cysteine metabolic process",0.357294430229277,"Mid_v_Control","Biological Processes"
"17743",233,0.449483614133873,2,60,"GO:0046456","icosanoid biosynthetic process",0.740450295833572,"Mid_v_Control","Biological Processes"
"17744",1363,0.0851318502088921,2,9,"GO:0046459","short-chain fatty acid metabolic process",0.348840136901672,"Mid_v_Control","Biological Processes"
"17745",-247,0.641982936189846,5,20,"GO:0046464;GO:0046461","neutral lipid catabolic process",0.852471506605772,"Mid_v_Control","Biological Processes"
"17746",-892,0.0605649978887331,4,25,"GO:0046466","membrane lipid catabolic process",0.29330590010589,"Mid_v_Control","Biological Processes"
"17747",-431,0.127639125090698,4,71,"GO:0046467","membrane lipid biosynthetic process",0.429846729175674,"Mid_v_Control","Biological Processes"
"17748",-115,0.722449414128969,2,54,"GO:0046470","phosphatidylcholine metabolic process",0.888989579113768,"Mid_v_Control","Biological Processes"
"17749",467,0.290777359325429,6,29,"GO:0046471","phosphatidylglycerol metabolic process",0.621129832176377,"Mid_v_Control","Biological Processes"
"17750",-282,0.0736220934803077,2,233,"GO:0046474;GO:0008654;GO:0045017","phospholipid biosynthetic process",0.323623966426717,"Mid_v_Control","Biological Processes"
"17751",465,0.463664435745657,4,14,"GO:0046475","glycerophospholipid catabolic process",0.751999851154702,"Mid_v_Control","Biological Processes"
"17752",-1141,0.111258934186325,3,11,"GO:0046477;GO:0046479;GO:0046514","ceramide catabolic process",0.401414093646637,"Mid_v_Control","Biological Processes"
"17753",649,0.234350678493411,3,19,"GO:0046485;GO:0006662;GO:0018904","ether metabolic process",0.566674689270745,"Mid_v_Control","Biological Processes"
"17754",554,0.537137685129882,2,7,"GO:0046487","glyoxylate metabolic process",0.793989782197853,"Mid_v_Control","Biological Processes"
"17755",-125,0.526637418770528,6,147,"GO:0046488;GO:0006661","phosphatidylinositol metabolic process",0.790543873163928,"Mid_v_Control","Biological Processes"
"17756",-899,6.40702142489837e-05,6,113,"GO:0046496;GO:0019362;GO:0072524;GO:0006733","obsolete oxidoreduction coenzyme metabolic process",0.00231160644945876,"Mid_v_Control","Biological Processes"
"17757",1052,0.16128106302617,5,10,"GO:0046498","S-adenosylhomocysteine metabolic process",0.482964519670333,"Mid_v_Control","Biological Processes"
"17758",1305,0.0235781003981666,2,17,"GO:0046500","S-adenosylmethionine metabolic process",0.174826591548812,"Mid_v_Control","Biological Processes"
"17759",96,0.817499341268921,5,33,"GO:0046503","glycerolipid catabolic process",0.93158203125272,"Mid_v_Control","Biological Processes"
"17760",-440,0.407901687483539,2,20,"GO:0046513","ceramide biosynthetic process",0.712383200956346,"Mid_v_Control","Biological Processes"
"17761",-1310,0.098052621013384,2,9,"GO:0046519;GO:0006670;GO:0046520;GO:0046512","sphingoid metabolic process",0.376006065156314,"Mid_v_Control","Biological Processes"
"17762",-234,0.660049164617,4,20,"GO:0046528;GO:0046529","imaginal disc fusion",0.863750944770035,"Mid_v_Control","Biological Processes"
"17763",703,0.0897320018266411,3,33,"GO:0046532","regulation of photoreceptor cell differentiation",0.359726911829429,"Mid_v_Control","Biological Processes"
"17764",217,0.751775802682167,2,12,"GO:0046533","negative regulation of photoreceptor cell differentiation",0.903178411789486,"Mid_v_Control","Biological Processes"
"17765",536,0.398717800939044,4,14,"GO:0046534","positive regulation of photoreceptor cell differentiation",0.706351265915067,"Mid_v_Control","Biological Processes"
"17766",1067,0.204124520818978,4,8,"GO:0046543;GO:0045136","development of secondary sexual characteristics",0.531838304573269,"Mid_v_Control","Biological Processes"
"17767",-194,0.855127990056391,2,5,"GO:0046548","retinal rod cell development",0.949553889664042,"Mid_v_Control","Biological Processes"
"17768",364,0.731654635311415,2,5,"GO:0046596","regulation of viral entry into host cell",0.892250716640075,"Mid_v_Control","Biological Processes"
"17769",1836,0.0145397337863579,4,10,"GO:0046599","regulation of centriole replication",0.129370834306586,"Mid_v_Control","Biological Processes"
"17770",963,0.160183757934253,2,12,"GO:0046602","regulation of mitotic centrosome separation",0.480876354995928,"Mid_v_Control","Biological Processes"
"17771",1094,0.000736279130376274,2,54,"GO:0046605","regulation of centrosome cycle",0.0164398626959865,"Mid_v_Control","Biological Processes"
"17772",637,0.333561270689388,3,13,"GO:0046606;GO:0010826","negative regulation of centrosome cycle",0.655435920150759,"Mid_v_Control","Biological Processes"
"17773",2148,0.00668216183073305,4,9,"GO:0046607","positive regulation of centrosome cycle",0.0808943028047042,"Mid_v_Control","Biological Processes"
"17774",311,0.159918839077954,2,117,"GO:0046620","regulation of organ growth",0.480812891678991,"Mid_v_Control","Biological Processes"
"17775",447,0.280807200510913,2,33,"GO:0046621","negative regulation of organ growth",0.612435018585725,"Mid_v_Control","Biological Processes"
"17776",89,0.758691703984729,3,68,"GO:0046622","positive regulation of organ growth",0.906799402653502,"Mid_v_Control","Biological Processes"
"17777",247,0.354366287626389,2,80,"GO:0046626;GO:1900076","regulation of cellular response to insulin stimulus",0.671401000283491,"Mid_v_Control","Biological Processes"
"17778",423,0.266993796765245,3,39,"GO:0046627;GO:1900077","negative regulation of cellular response to insulin stimulus",0.601923682950411,"Mid_v_Control","Biological Processes"
"17779",339,0.443089751621393,3,29,"GO:0046628;GO:1900078","positive regulation of cellular response to insulin stimulus",0.737605246625294,"Mid_v_Control","Biological Processes"
"17780",1001,0.0234409628202564,2,29,"GO:0046631;GO:0046632","alpha-beta T cell activation",0.174246453526956,"Mid_v_Control","Biological Processes"
"17781",1034,0.0066853665829813,2,39,"GO:0046634","regulation of alpha-beta T cell activation",0.0808943028047042,"Mid_v_Control","Biological Processes"
"17782",1144,0.00505121277486588,4,34,"GO:0046635;GO:0046637;GO:0046638","regulation of alpha-beta T cell differentiation",0.0667143437251817,"Mid_v_Control","Biological Processes"
"17783",966,0.115340323378016,2,15,"GO:0046636","negative regulation of alpha-beta T cell activation",0.410106201296991,"Mid_v_Control","Biological Processes"
"17784",773,0.357148476612297,3,8,"GO:0046640","regulation of alpha-beta T cell proliferation",0.673478158872443,"Mid_v_Control","Biological Processes"
"17785",411,0.0135056633859292,2,209,"GO:0046649","lymphocyte activation",0.124080097642639,"Mid_v_Control","Biological Processes"
"17786",1497,0.0146695226988941,2,15,"GO:0046653","tetrahydrofolate metabolic process",0.12974524037273,"Mid_v_Control","Biological Processes"
"17787",775,0.22212812674651,3,14,"GO:0046655","folic acid metabolic process",0.553403000403831,"Mid_v_Control","Biological Processes"
"17788",492,0.0128488842134371,2,147,"GO:0046661","male sex differentiation",0.120295645397005,"Mid_v_Control","Biological Processes"
"17789",-419,0.169603715287623,2,61,"GO:0046662","regulation of egg-laying behavior",0.494662884266544,"Mid_v_Control","Biological Processes"
"17790",-427,0.551597948210886,2,11,"GO:0046664","dorsal closure, amnioserosa morphology change",0.802744878964954,"Mid_v_Control","Biological Processes"
"17791",206,0.764181724659112,2,12,"GO:0046666;GO:0046667","retinal cell programmed cell death",0.909242562800717,"Mid_v_Control","Biological Processes"
"17792",819,0.213871201314049,2,13,"GO:0046668;GO:0046669","regulation of retinal cell programmed cell death",0.544520652586366,"Mid_v_Control","Biological Processes"
"17793",1293,0.149939690390015,3,7,"GO:0046670;GO:0046672","positive regulation of compound eye retinal cell programmed cell death",0.466452759220672,"Mid_v_Control","Biological Processes"
"17794",136,0.898496644948814,5,5,"GO:0046671","negative regulation of retinal cell programmed cell death",0.963647220212316,"Mid_v_Control","Biological Processes"
"17795",157,0.233932025969263,3,338,"GO:0046677","response to antibiotic",0.566322248670408,"Mid_v_Control","Biological Processes"
"17796",427,0.659616989063769,4,6,"GO:0046680;GO:0007490","response to DDT",0.863750944770035,"Mid_v_Control","Biological Processes"
"17797",247,0.491637007124069,3,44,"GO:0046685","response to arsenic-containing substance",0.770433578889133,"Mid_v_Control","Biological Processes"
"17798",-278,0.399147078785032,2,52,"GO:0046686","response to cadmium ion",0.70668858921934,"Mid_v_Control","Biological Processes"
"17799",-407,0.246005201466136,4,46,"GO:0046688","response to copper ion",0.579463685141372,"Mid_v_Control","Biological Processes"
"17800",-332,0.711761065902973,2,7,"GO:0046689","response to mercury ion",0.886608269486596,"Mid_v_Control","Biological Processes"
"17801",-969,0.221128342817493,2,9,"GO:0046692","sperm competition",0.552307473385862,"Mid_v_Control","Biological Processes"
"17802",-490,0.493851471342333,2,11,"GO:0046697","decidualization",0.772434352612367,"Mid_v_Control","Biological Processes"
"17803",-960,0.225399356605934,2,9,"GO:0046710","GDP metabolic process",0.555009568471624,"Mid_v_Control","Biological Processes"
"17804",-42,0.892402594809543,3,60,"GO:0046716","muscle cell cellular homeostasis",0.961811685516952,"Mid_v_Control","Biological Processes"
"17805",-77,0.796582606228618,2,63,"GO:0046717","acid secretion",0.923648693132419,"Mid_v_Control","Biological Processes"
"17806",538,0.612259246313673,3,5,"GO:0046719","regulation by virus of viral protein levels in host cell",0.838208690522444,"Mid_v_Control","Biological Processes"
"17807",-243,0.672930512526263,2,17,"GO:0046755;GO:0039702","viral budding",0.870376033484705,"Mid_v_Control","Biological Processes"
"17808",289,0.135731383399473,2,153,"GO:0046777","protein autophosphorylation",0.444349039618884,"Mid_v_Control","Biological Processes"
"17809",35,0.946070922617274,4,21,"GO:0046782;GO:0043921;GO:0043922;GO:0052312;GO:0052472","regulation of viral transcription",0.981282962356474,"Mid_v_Control","Biological Processes"
"17810",98,0.850286933381852,2,21,"GO:0046785;GO:0007020","microtubule polymerization",0.948104639644553,"Mid_v_Control","Biological Processes"
"17811",1908,0.0159533391752058,2,9,"GO:0046794;GO:0075733","transport of virus",0.137203354505367,"Mid_v_Control","Biological Processes"
"17812",596,0.00726900291072968,6,116,"GO:0046822","regulation of nucleocytoplasmic transport",0.0848337085262081,"Mid_v_Control","Biological Processes"
"17813",294,0.484653379857517,3,32,"GO:0046823","negative regulation of nucleocytoplasmic transport",0.766239436599126,"Mid_v_Control","Biological Processes"
"17814",402,0.18095621366349,2,63,"GO:0046824","positive regulation of nucleocytoplasmic transport",0.506010357394551,"Mid_v_Control","Biological Processes"
"17815",981,0.00832299378778673,2,41,"GO:0046825","regulation of protein export from nucleus",0.092550603199318,"Mid_v_Control","Biological Processes"
"17816",1139,0.174908891038996,4,8,"GO:0046826","negative regulation of protein export from nucleus",0.500694682282409,"Mid_v_Control","Biological Processes"
"17817",312,0.56684685500488,5,19,"GO:0046827","positive regulation of protein export from nucleus",0.810914108982263,"Mid_v_Control","Biological Processes"
"17818",387,0.455172999103033,2,21,"GO:0046831;GO:0032239","regulation of nucleobase-containing compound transport",0.743788631784768,"Mid_v_Control","Biological Processes"
"17819",-366,0.178651704067398,3,77,"GO:0046834","lipid phosphorylation",0.504573810485343,"Mid_v_Control","Biological Processes"
"17820",-331,0.543949991693263,4,19,"GO:0046835","carbohydrate phosphorylation",0.798449637148329,"Mid_v_Control","Biological Processes"
"17821",-59,0.951649930462681,5,6,"GO:0046836","glycolipid transport",0.983068559826074,"Mid_v_Control","Biological Processes"
"17822",-579,0.464846923276314,-1,9,"GO:0046838;GO:0046855","obsolete phosphorylated carbohydrate dephosphorylation",0.75266949626611,"Mid_v_Control","Biological Processes"
"17823",-917,0.101751081532197,3,18,"GO:0046839","phospholipid dephosphorylation",0.383428569688716,"Mid_v_Control","Biological Processes"
"17824",414,0.317965108483316,2,33,"GO:0046843","dorsal appendage formation",0.645641574089149,"Mid_v_Control","Biological Processes"
"17825",-2261,0.0332884853345294,3,5,"GO:0046844","chorion micropyle formation",0.214427349565312,"Mid_v_Control","Biological Processes"
"17826",561,0.413790233683437,5,12,"GO:0046847","filopodium assembly",0.717678182905491,"Mid_v_Control","Biological Processes"
"17827",-49,0.905247526622705,2,34,"GO:0046849","bone remodeling",0.966152527962941,"Mid_v_Control","Biological Processes"
"17828",-531,0.420793895502251,2,13,"GO:0046856","phosphatidylinositol dephosphorylation",0.721081161383285,"Mid_v_Control","Biological Processes"
"17829",-1325,0.0942341696539795,3,9,"GO:0046877;GO:0046878","regulation of saliva secretion",0.36731461254453,"Mid_v_Control","Biological Processes"
"17830",171,0.6338389637877,2,44,"GO:0046879","hormone secretion",0.847590374649967,"Mid_v_Control","Biological Processes"
"17831",-243,0.125626945248139,3,231,"GO:0046883","regulation of hormone secretion",0.426713338136187,"Mid_v_Control","Biological Processes"
"17832",-209,0.323890992211334,3,127,"GO:0046887","positive regulation of hormone secretion",0.650187616526361,"Mid_v_Control","Biological Processes"
"17833",-429,0.129837571897962,2,71,"GO:0046888","negative regulation of hormone secretion",0.433791810129023,"Mid_v_Control","Biological Processes"
"17834",-199,0.531636504476149,2,56,"GO:0046889","positive regulation of lipid biosynthetic process",0.793180023021259,"Mid_v_Control","Biological Processes"
"17835",-493,0.00719700068892188,2,171,"GO:0046890","regulation of lipid biosynthetic process",0.0843260456957441,"Mid_v_Control","Biological Processes"
"17836",862,0.373881232632712,2,6,"GO:0046898","response to cycloheximide",0.68682249409741,"Mid_v_Control","Biological Processes"
"17837",1422,0.180597971034995,2,5,"GO:0046900","tetrahydrofolylpolyglutamate metabolic process",0.505909390125453,"Mid_v_Control","Biological Processes"
"17838",-466,0.193884632755909,3,44,"GO:0046902;GO:0090559","regulation of membrane permeability",0.518996715571114,"Mid_v_Control","Biological Processes"
